Architecture,Dedicated,Direct_X_(DX),Integrated,L2_Cache_(KB),Manufacturer,Memory_Type,Name,Notebook_GPU,Open_GL,Release_Date,SLI_Crossfire,Shader,Memory_Bandwidth_(GB/sec),Memory_Bus_(Bit),Memory_Speed_(MHz),Resolution_Width,Resolution_Height
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Zotac AMP Edition ,0,4.5,2012-04-01,1,5.0,211.5,256.0,1652.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 WinFast 4GB Edition,0,4.5,2012-03-01,1,5.0,192.3,256.0,1502.0,4096.0,2160.0
Kepler GK104-400-A2 (x4) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 680 Quad SLI,0,4.5,2012-03-01,1,5.0,769.0,256.0,1502.0,4096.0,2160.0
Kepler GK104-355-A2 ,1.0,12.0,0.0,1024.0,Nvidia,GDDR5,GeForce GTX 690 Hydro Copper Signature Edition,0,4.5,2012-09-01,1,5.0,384.5,512.0,1502.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Phantom 2GB Edition,0,4.5,2012-04-01,1,5.0,201.6,256.0,1575.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Twin Frozr OC Edition,0,4.5,2012-04-13,1,5.0,192.3,256.0,1502.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 PNY XLR8 Enthusiast 4GB Edition,0,4.5,2012-04-23,1,5.0,192.3,256.0,1502.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Phantom 4GB Edition,0,4.5,2012-06-01,1,5.0,192.3,256.0,1502.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Palit Jetstream 2GB Edition,0,4.5,2012-04-01,1,5.0,201.6,256.0,1575.0,4096.0,2160.0
Kepler GK104-400-A2 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 680 Palit Jetstream 4GB Edition,0,4.5,2012-04-01,1,5.0,192.3,256.0,1502.0,4096.0,2160.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Zotac Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
 Kepler GK104-400-A2 (x2) ,1.0,11.1,0.0,,Nvidia,GDDR5,GeForce GTX 680 SLI,0,4.2,2012-03-01,1,5.0,384.5,256.0,1502.0,4096.0,2160.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Zotac AMP 8GB Edition,0,4.5,2016-06-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Zotac AMP! Extreme,0,4.5,2017-03-10,1,5.0,493.5,176.0,1402.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Zotac Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Zotac AMP Extreme 8GB Edition,0,4.5,2016-06-27,1,5.0,345.6,256.0,1350.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Zotac PGF Extreme OC,0,4.5,2017-03-10,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Tesla G200-400-B3 (x2) ,1.0,10.0,0.0,,Nvidia,GDDR3,GeForce GTX 295 EVGA Red 1792MB Edition,0,3.3,2009-01-08,1,4.0,223.8,448.0,999.0,2560.0,1600.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti SLI,0,4.5,2017-03-05,1,5.0,484.4,176.0,1376.0,7680.0,3200.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Zotac AMP!,0,4.5,2017-03-10,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti PNY Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Lightning X 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Gaming 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Sea Hawk X 11GB,0,4.5,2017-03-05,1,5.0,489.3,88.0,1390.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Palit Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Gaming X 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Sea Hawk 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Armor 11GB Edition,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Armor OC 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Kuroutoshikou Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D iChiLL X3 Ultra 11GB,0,4.5,2017-03-05,1,5.0,502.0,352.0,1426.0,7680.0,3200.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Manli F369G 11GB,0,4.5,2017-03-22,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D iChiLL X4 11GB,0,4.5,2017-03-05,1,5.0,502.0,88.0,1426.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D iChiLL X3 11GB,0,4.5,2017-03-05,1,5.0,502.0,352.0,1426.0,7680.0,3200.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti KFA Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D Gaming OC 11GB,0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D iChiLL Black 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Gigabyte Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D iChiLL X4 Ultra 11GB,0,4.5,2017-03-10,1,5.0,502.0,88.0,1426.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Aero 11GB,0,4.5,2017-03-05,1,5.0,484.4,176.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti MSI Aero OC 11GB,0,4.5,2017-03-05,1,5.0,484.4,176.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Gigabyte AORUS Xtreme Edition 11GB,0,4.5,2017-03-05,1,5.0,494.2,88.0,1404.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Galax Hall of Fame Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Gigabyte G1 Gaming 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Galax Founders Edition 11GB,0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti EVGA SC2 Gaming 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti EVGA SC Black Edition Gaming 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Gainward Founders Edition 11GB,0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Colorful Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti EVGA Founders Edition 11GB,0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,3200.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti ELSA Founders Edition 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti EVGA FTW3 Gaming 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti ASUS Turbo 11GB,0,4.5,2017-03-10,0,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti ASUS ROG STRIX OC 11GB,0,4.5,2017-03-05,1,5.0,488.6,352.0,1388.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti ASUS ROG STRIX 11GB,0,4.5,2017-03-05,1,5.0,488.6,352.0,1388.0,7680.0,3200.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti,0,4.5,2017-03-05,1,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti ASUS Founders Edition 11GB,0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,3200.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Palit Super JetStream 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 PNY Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Palit Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 SLI,0,4.5,2016-05-27,1,5.0,640.5,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Armor 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.0,256.0,1250.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Gaming X 8GB Edition,0,4.5,2016-05-27,1,5.0,323.3,256.0,1263.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Palit JetStream 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Palit GameRock 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Armor OC 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,,Nvidia,GDDR5X,GeForce GTX 1080 Ti Inno3D Twin X2 11GB,0,4.5,2017-03-05,1,5.0,484.4,88.0,1376.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Sea Hawk 8GB Edition,0,4.5,2016-05-27,1,5.0,323.3,256.0,1263.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Aero OC 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 MSI Aero 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Gigabyte Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.0,256.0,1250.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Gigabyte G1 Gaming 8GB Edition,0,4.5,2016-06-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 EVGA FTW ACX 3.0 8GB Edition,0,4.5,2016-06-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 EVGA ACX 3.0 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Colorful iGame X-TOP 8GB,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Inno3D Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Gainward Founders Edition 11GB (China),0,4.5,2017-03-05,0,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 EVGA 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Asus ROG Strix Gaming 8GB,0,4.5,2016-07-27,0,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Asus ROG Strix Gaming OC 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 EVGA SuperClocked ACX 3.0 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 EVGA Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080 Asus Founders 8GB Edition,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Palit JetStream,0,4.5,2016-06-10,0,5.0,272.0,256.0,2125.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Zotac AMP!,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 1070 SLI,0,4.5,2016-06-10,1,5.0,256.3,128.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Sea Hawk X 8GB Edition,0,4.5,2016-06-10,1,5.0,259.5,256.0,2027.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Palit GameRock Premium,0,4.5,2016-06-10,0,5.0,272.0,256.0,2125.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Quick Silver OC 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Zotac AMP! Xtreme,0,4.5,2016-06-10,0,5.0,262.7,256.0,2052.0,7680.0,4320.0
Pascal P104-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5X,GeForce GTX 1080,0,4.5,2016-05-27,1,5.0,320.3,256.0,1251.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Gaming Z 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Gaming X 8GB Edition,0,4.5,2016-06-10,1,5.0,259.5,256.0,2027.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Palit Super JetStream,0,4.5,2016-06-10,0,5.0,272.3,256.0,2127.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Armor OC 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Armor 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Leadtek WinFast HURRICANE,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gigabyte Xtreme Gaming,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gigabyte Mini ITX OC 8GB,0,4.5,2016-07-01,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gigabyte Windforce OC,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Aero OC 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Aero 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gigabyte Founders 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Galax HOF Limited Edition 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Galax EXOC 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Galax Founders 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Galax EX 8GB,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gainward Phoenix GLH,0,4.5,2016-06-10,0,5.0,272.3,256.0,2127.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 EVGA SC GAMING ACX 3.0 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 EVGA Founders 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 EVGA ACX 3.0 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gainward,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Colorful iGame X-TOP 8GB,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Asus ROG Strix Gaming OC 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 MSI Founders 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Gigabyte G1 Gaming 8GB Edition,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Asus Turbo,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Asus ROG Strix Gaming 8GB,0,4.5,2016-06-10,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 1070 Asus Founders SLI,0,4.5,2016-06-10,1,5.0,256.3,128.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Asus Founders,0,4.5,2016-06-10,1,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070 Asus Dual,0,4.5,2016-07-13,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P106-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1060 Palit Super Jetstream 6GB,0,4.5,2016-07-19,0,5.0,192.2,192.0,2002.0,7680.0,4320.0
Pascal P106-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1060 Zotac Mini 6GB,0,4.5,2016-07-19,0,5.0,192.2,192.0,2002.0,7680.0,4320.0
